REG,DEP,ARR,SEXE,AGE,AGE6,ACTEU,DIP7,PCS1Q,ANCCHOM,HHID,HH_TAILLE,HH_AGE,HH_DIP,HH_PCS,IS_CHOM
76,82,822,1,51,50,1,7,40,99,5135,3,52,5,51,0
76,82,822,1,20,15,2,4,99,2,5135,3,52,5,51,1
28,27,272,2,44,25,1,3,51,99,636,3,44,3,51,0
28,27,272,1,37,25,1,4,61,99,636,3,44,3,51,0
28,27,272,1,23,15,3,6,99,99,636,3,44,3,51,0
76,34,343,1,52,50,1,5,61,99,2007,4,57,4,30,0
76,34,343,2,57,50,1,4,30,99,2007,4,57,4,30,0
76,34,343,1,24,15,3,2,99,99,2007,4,57,4,30,0
76,34,343,1,24,15,3,4,99,99,2007,4,57,4,30,0
11,78,784,2,56,50,1,7,52,99,4782,2,56,7,52,0
11,78,784,1,54,50,3,7,99,99,4782,2,56,7,52,0
11,78,784,2,48,25,1,7,52,99,4496,2,62,6,30,0
11,78,784,1,62,50,1,6,30,99,4496,2,62,6,30,0
76,34,342,1,31,25,1,5,30,99,1739,2,45,4,40,0
76,34,342,2,45,25,1,4,40,99,1739,2,45,4,40,0
11,92,922,2,28,25,1,5,52,99,6002,2,32,4,51,0
11,92,922,1,32,25,1,4,51,99,6002,2,32,4,51,0
11,91,911,1,42,25,1,5,62,99,5465,1,42,5,62,0
76,30,302,1,66,65,3,4,99,99,1085,2,66,4,99,0
76,30,302,2,59,50,3,4,99,99,1085,2,66,4,99,0
28,27,272,2,86,65,3,3,99,99,699,1,86,3,99,0
11,78,781,2,33,25,1,2,40,99,4580,1,33,2,40,0
94,2A,2A4,1,62,50,1,5,62,99,768,2,62,5,62,0
94,2A,2A4,2,60,50,1,7,62,99,768,2,62,5,62,0
11,92,921,2,52,50,1,4,0,99,6027,2,53,5,99,0
11,92,921,1,53,50,3,5,99,99,6027,2,53,5,99,0
11,92,921,1,65,65,3,5,99,99,5977,2,81,5,99,0
11,92,921,2,81,65,3,5,99,99,5977,2,81,5,99,0
11,91,912,2,50,50,1,5,52,99,5574,1,50,5,52,0
11,78,782,2,89,65,3,2,99,99,4415,1,89,2,99,0
11,91,913,2,45,25,1,2,40,99,5311,2,48,1,30,0
11,91,913,1,48,25,1,1,30,99,5311,2,48,1,30,0
11,91,912,2,87,65,3,1,99,99,5309,2,87,1,99,0
11,91,912,1,66,65,3,1,99,99,5309,2,87,1,99,0
11,93,932,2,76,65,3,7,99,99,6740,1,76,7,99,0
76,34,342,1,64,50,3,5,99,99,2016,2,64,5,99,0
76,34,342,2,64,50,3,7,99,99,2016,2,64,5,99,0
76,82,822,2,87,65,3,7,99,99,5096,1,87,7,99,0
11,95,953,2,23,15,1,2,51,99,7338,1,23,2,51,0
11,78,782,2,52,50,1,5,51,99,4566,2,52,5,51,0
11,78,782,1,52,50,1,3,40,99,4566,2,52,5,51,0
11,78,783,1,55,50,2,2,99,1,4819,1,55,2,99,1
76,31,313,1,82,65,1,2,40,99,1401,1,82,2,40,0
11,78,784,1,51,50,1,5,51,99,4499,3,53,5,40,0
11,78,784,2,53,50,1,5,40,99,4499,3,53,5,40,0
11,78,784,1,23,15,2,4,99,3,4499,3,53,5,40,1
11,75,751,1,29,25,1,4,40,99,3162,2,38,1,30,0
11,75,751,2,38,25,1,1,30,99,3162,2,38,1,30,0
28,76,762,2,36,25,3,4,99,99,3471,2,36,4,99,0
28,76,762,1,31,25,1,4,61,99,3471,2,36,4,99,0
11,92,922,2,38,25,1,4,40,99,6131,2,38,4,40,0
11,92,922,1,33,25,1,4,40,99,6131,2,38,4,40,0
11,92,921,2,27,25,1,2,40,99,6066,2,32,4,30,0
11,92,921,1,32,25,1,4,30,99,6066,2,32,4,30,0
28,27,272,1,30,25,2,6,99,2,703,2,30,6,99,1
28,27,272,2,25,25,1,4,61,99,703,2,30,6,99,0
76,34,343,1,20,15,3,4,99,99,2010,1,20,4,99,0
28,14,142,2,41,25,1,4,40,99,361,1,41,4,40,0
11,75,751,2,20,15,3,4,99,99,3329,2,21,5,99,0
11,75,751,1,21,15,2,5,99,4,3329,2,21,5,99,1
11,77,774,2,52,50,1,3,40,99,4165,2,52,3,40,0
11,77,774,2,19,15,1,2,0,99,4165,2,52,3,40,0
11,93,931,1,31,25,2,4,99,1,6419,2,31,4,99,1
11,93,931,2,18,15,3,2,99,99,6419,2,31,4,99,0
76,12,121,2,36,25,1,3,51,99,236,2,36,3,51,0
76,12,121,2,19,15,1,5,52,99,236,2,36,3,51,0
76,31,312,1,55,50,3,5,99,99,1534,1,55,5,99,0
11,91,913,2,33,25,1,5,51,99,5226,3,40,4,99,0
11,91,913,1,40,25,3,4,99,99,5226,3,40,4,99,0
11,91,913,2,23,15,3,6,99,99,5226,3,40,4,99,0
11,92,922,1,45,25,1,6,61,99,6154,1,45,6,61,0
28,14,142,1,69,65,3,4,99,99,485,1,69,4,99,0
28,61,612,1,39,25,1,4,40,99,2462,2,45,5,51,0
28,61,612,2,45,25,1,5,51,99,2462,2,45,5,51,0
11,94,942,1,45,25,1,3,40,99,6971,1,45,3,40,0
11,77,775,2,27,25,1,1,30,99,4372,2,32,2,30,0
11,77,775,1,32,25,1,2,30,99,4372,2,32,2,30,0
11,75,751,2,55,50,1,4,40,99,3312,2,55,4,40,0
11,75,751,1,21,15,2,4,99,2,3312,2,55,4,40,1
28,27,273,2,87,65,3,6,99,99,661,1,87,6,99,0
28,76,761,1,38,25,1,1,30,99,3782,1,38,1,30,0
11,77,772,2,27,25,1,2,10,99,4201,2,55,3,40,0
11,77,772,1,55,50,1,3,40,99,4201,2,55,3,40,0
11,75,751,1,66,65,3,7,99,99,2909,1,66,7,99,0
11,78,781,2,27,25,1,3,51,99,4680,3,27,3,51,0
11,78,781,1,27,25,1,4,62,99,4680,3,27,3,51,0
11,78,781,2,17,15,1,4,61,99,4680,3,27,3,51,0
94,2B,2B3,2,30,25,3,7,99,99,846,3,30,7,99,0
94,2B,2B3,2,17,15,1,3,40,99,846,3,30,7,99,0
94,2B,2B3,1,17,15,3,6,99,99,846,3,30,7,99,0
28,76,762,1,48,25,1,7,61,99,3510,3,48,7,61,0
28,76,762,2,17,15,3,9,99,99,3510,3,48,7,61,0
28,76,762,2,22,15,3,7,99,99,3510,3,48,7,61,0
11,75,751,1,29,25,1,3,40,99,2891,2,39,6,99,0
11,75,751,2,39,25,2,6,99,3,2891,2,39,6,99,1
76,66,662,2,40,25,3,3,99,99,2586,2,41,3,99,0
76,66,662,1,41,25,2,3,99,1,2586,2,41,3,99,1
28,76,763,1,26,25,1,5,61,99,3527,1,26,5,61,0
11,75,751,1,61,50,1,1,30,99,3342,2,61,1,30,0
11,75,751,2,35,25,1,5,51,99,3342,2,61,1,30,0
28,76,763,1,73,65,3,7,99,99,3646,2,73,7,99,0
28,76,763,2,68,65,3,7,99,99,3646,2,73,7,99,0
11,75,751,1,65,65,3,5,99,99,3227,2,75,6,99,0
11,75,751,2,75,65,3,6,99,99,3227,2,75,6,99,0
11,92,923,1,54,50,1,5,61,99,5831,3,54,5,61,0
11,92,923,2,35,25,1,4,51,99,5831,3,54,5,61,0
11,92,923,1,24,15,3,6,99,99,5831,3,54,5,61,0
11,94,942,2,45,25,2,5,99,3,7125,3,63,5,0,1
11,94,942,1,63,50,1,5,0,99,7125,3,63,5,0,0
11,94,942,2,19,15,3,4,99,99,7125,3,63,5,0,0
11,75,751,1,45,25,1,1,30,99,2936,1,45,1,30,0
76,31,313,1,67,65,3,5,99,99,1172,2,67,5,99,0
76,31,313,2,67,65,3,6,99,99,1172,2,67,5,99,0
11,92,922,2,48,25,1,3,40,99,5867,2,48,3,40,0
11,92,922,1,37,25,1,3,30,99,5867,2,48,3,40,0
11,91,912,2,15,15,1,3,51,99,5573,1,15,3,51,0
11,78,784,2,31,25,1,5,52,99,4678,1,31,5,52,0
11,91,913,2,62,50,1,2,30,99,5271,4,62,2,30,0
11,91,913,1,55,50,1,1,30,99,5271,4,62,2,30,0
11,91,913,1,21,15,1,3,0,99,5271,4,62,2,30,0
11,91,913,2,17,15,3,4,99,99,5271,4,62,2,30,0
28,27,272,2,33,25,1,1,51,99,575,1,33,1,51,0
28,27,272,1,28,25,1,1,30,99,681,1,28,1,30,0
11,78,783,1,43,25,2,5,99,5,4860,1,43,5,99,1
28,27,272,1,29,25,1,6,61,99,725,2,36,3,40,0
28,27,272,2,36,25,1,3,40,99,725,2,36,3,40,0
28,76,763,1,36,25,1,5,52,99,3547,3,46,5,52,0
28,76,763,2,46,25,1,5,52,99,3547,3,46,5,52,0
28,76,763,1,19,15,3,7,99,99,3547,3,46,5,52,0
11,93,932,2,32,25,1,3,40,99,6456,2,32,3,40,0
11,93,932,1,29,25,1,1,30,99,6456,2,32,3,40,0
11,77,771,2,65,65,3,7,99,99,4239,2,79,7,99,0
11,77,771,1,79,65,3,7,99,99,4239,2,79,7,99,0
28,76,763,1,79,65,3,6,99,99,3757,3,79,6,99,0
28,76,763,2,30,25,1,7,62,99,3757,3,79,6,99,0
28,76,763,2,20,15,3,7,99,99,3757,3,79,6,99,0
11,78,783,2,61,50,2,2,99,7,4481,1,61,2,99,1
11,95,953,1,19,15,2,4,99,1,7517,1,19,4,99,1
76,31,313,1,88,65,3,5,99,99,1236,2,88,5,99,0
76,31,313,2,85,65,3,4,99,99,1236,2,88,5,99,0
76,31,313,2,79,65,3,2,99,99,1261,1,79,2,99,0
28,27,272,1,61,50,3,2,99,99,651,2,61,2,99,0
28,27,272,2,55,50,1,3,40,99,651,2,61,2,99,0
11,92,921,1,73,65,3,7,99,99,5893,1,73,7,99,0
11,93,933,2,60,50,1,5,52,99,6243,2,60,5,52,0
11,93,933,1,60,50,1,7,61,99,6243,2,60,5,52,0
76,30,302,2,86,65,3,5,99,99,915,2,86,5,99,0
76,30,302,1,69,65,3,4,99,99,915,2,86,5,99,0
11,93,931,1,70,65,3,4,99,99,6474,2,87,5,99,0
11,93,931,2,87,65,3,5,99,99,6474,2,87,5,99,0
11,93,933,1,77,65,3,5,99,99,6623,2,77,5,99,0
11,93,933,2,66,65,3,7,99,99,6623,2,77,5,99,0
28,50,504,2,27,25,3,5,99,99,2313,2,45,5,61,0
28,50,504,1,45,25,1,5,61,99,2313,2,45,5,61,0
76,66,661,1,52,50,1,5,61,99,2571,1,52,5,61,0
76,31,311,1,56,50,1,4,20,99,1275,1,56,4,20,0
11,75,751,2,48,25,1,4,20,99,2992,2,48,4,20,0
11,75,751,1,35,25,1,5,61,99,2992,2,48,4,20,0
11,75,751,2,42,25,1,3,51,99,3363,2,46,3,40,0
11,75,751,1,46,25,1,3,40,99,3363,2,46,3,40,0
76,12,122,1,57,50,3,7,99,99,256,1,57,7,99,0
11,75,751,1,73,65,3,5,99,99,3229,1,73,5,99,0
76,66,662,1,49,25,1,5,51,99,2703,2,49,5,51,0
76,66,662,2,30,25,1,6,51,99,2703,2,49,5,51,0
11,95,952,2,73,65,3,3,99,99,7377,1,73,3,99,0
11,94,941,2,52,50,1,7,52,99,6819,2,54,4,99,0
11,94,941,1,54,50,2,4,99,8,6819,2,54,4,99,1
11,92,922,2,79,65,3,7,99,99,5809,1,79,7,99,0
28,27,273,2,55,50,1,4,51,99,572,2,55,4,51,0
28,27,273,1,54,50,3,7,99,99,572,2,55,4,51,0
11,93,931,1,43,25,1,4,61,99,6723,1,43,4,61,0
11,94,942,1,26,25,1,4,20,99,6943,2,26,4,20,0
11,94,942,2,26,25,1,4,40,99,6943,2,26,4,20,0
76,66,662,1,53,50,1,5,61,99,2594,2,53,5,61,0
76,66,662,2,53,50,3,5,99,99,2594,2,53,5,61,0
11,75,751,2,81,65,3,6,99,99,3217,1,81,6,99,0
76,12,123,2,80,65,3,4,99,99,206,1,80,4,99,0
76,31,313,1,74,65,3,5,99,99,1467,1,74,5,99,0
11,93,933,1,54,50,3,4,99,99,6452,2,54,4,99,0
11,93,933,2,53,50,3,5,99,99,6452,2,54,4,99,0
11,93,932,2,52,50,1,4,51,99,6256,2,62,5,20,0
11,93,932,1,62,50,1,5,20,99,6256,2,62,5,20,0
11,77,775,2,28,25,1,3,62,99,4101,2,28,3,62,0
11,77,775,1,24,15,1,4,62,99,4101,2,28,3,62,0
11,94,942,2,31,25,1,1,52,99,7100,3,31,1,52,0
11,94,942,2,15,15,3,4,99,99,7100,3,31,1,52,0
11,94,942,2,21,15,3,7,99,99,7100,3,31,1,52,0
76,32,321,1,38,25,1,2,51,99,1639,1,38,2,51,0
76,12,123,1,41,25,1,5,40,99,204,2,42,4,52,0
76,12,123,2,42,25,1,4,52,99,204,2,42,4,52,0
11,77,775,1,73,65,3,7,99,99,4052,1,73,7,99,0
11,93,933,2,55,50,3,5,99,99,6722,1,55,5,99,0
28,76,761,1,45,25,1,3,51,99,3844,2,45,3,51,0
28,76,761,2,26,25,3,2,99,99,3844,2,45,3,51,0
76,34,343,2,80,65,3,7,99,99,1761,1,80,7,99,0
11,95,951,1,52,50,1,4,30,99,7376,2,74,7,99,0
11,95,951,1,74,65,3,7,99,99,7376,2,74,7,99,0
28,76,762,1,30,25,1,1,30,99,3563,1,30,1,30,0
76,30,302,2,34,25,1,1,40,99,927,2,40,2,61,0
76,30,302,1,40,25,1,2,61,99,927,2,40,2,61,0
11,95,951,1,46,25,1,2,30,99,7467,2,46,2,30,0
11,95,951,2,34,25,3,2,99,99,7467,2,46,2,30,0
11,91,912,2,64,50,3,3,99,99,5290,2,64,3,99,0
11,91,912,1,59,50,3,5,99,99,5290,2,64,3,99,0
11,77,772,2,82,65,3,5,99,99,3980,1,82,5,99,0
28,27,272,2,66,65,3,7,99,99,614,1,66,7,99,0
11,93,931,1,82,65,3,7,99,99,6471,2,82,7,99,0
11,93,931,2,79,65,3,7,99,99,6471,2,82,7,99,0
28,76,761,2,62,50,2,7,99,8,3689,1,62,7,99,1
11,92,922,2,45,25,1,7,62,99,5942,2,45,7,62,0
11,92,922,1,26,25,1,4,61,99,5942,2,45,7,62,0
76,34,343,2,77,65,3,6,99,99,1863,2,77,6,99,0
76,34,343,1,66,65,3,7,99,99,1863,2,77,6,99,0
28,27,272,1,81,65,3,5,99,99,640,1,81,5,99,0
11,78,784,1,80,65,3,5,99,99,4471,1,80,5,99,0
94,2B,2B3,2,65,65,3,5,99,99,831,2,68,5,99,0
94,2B,2B3,1,68,65,3,5,99,99,831,2,68,5,99,0
28,61,613,2,83,65,3,7,99,99,2397,1,83,7,99,0
11,91,913,1,25,25,1,7,62,99,5168,1,25,7,62,0
11,92,921,2,70,65,3,6,99,99,5863,2,80,5,99,0
11,92,921,1,80,65,3,5,99,99,5863,2,80,5,99,0
11,77,772,1,43,25,1,7,61,99,3979,5,57,5,99,0
11,77,772,2,57,50,3,5,99,99,3979,5,57,5,99,0
11,77,772,1,39,25,1,4,61,99,3979,5,57,5,99,0
11,77,772,2,36,25,3,6,99,99,3979,5,57,5,99,0
11,77,772,1,22,15,3,6,99,99,3979,5,57,5,99,0
76,81,811,1,71,65,3,5,99,99,4944,2,77,3,99,0
76,81,811,2,77,65,3,3,99,99,4944,2,77,3,99,0
11,91,911,2,25,25,3,7,99,99,5464,1,25,7,99,0
11,91,913,2,56,50,3,7,99,99,5209,2,56,7,99,0
11,91,913,1,28,25,2,7,99,3,5209,2,56,7,99,1
11,75,751,1,29,25,1,7,52,99,2789,4,31,5,99,0
11,75,751,2,31,25,3,5,99,99,2789,4,31,5,99,0
11,75,751,1,16,15,3,4,99,99,2789,4,31,5,99,0
11,75,751,2,16,15,3,6,99,99,2789,4,31,5,99,0
11,91,913,1,83,65,3,4,99,99,5206,2,84,7,99,0
11,91,913,2,84,65,3,7,99,99,5206,2,84,7,99,0
11,77,775,1,51,50,1,3,40,99,4154,2,58,6,52,0
11,77,775,2,58,50,1,6,52,99,4154,2,58,6,52,0
11,92,923,2,27,25,1,4,40,99,6179,1,27,4,40,0
28,50,504,2,57,50,1,1,30,99,2345,2,59,1,30,0
28,50,504,1,59,50,1,1,30,99,2345,2,59,1,30,0
11,93,932,2,62,50,1,5,52,99,6465,3,62,5,52,0
11,93,932,1,57,50,1,3,61,99,6465,3,62,5,52,0
11,93,932,1,18,15,3,4,99,99,6465,3,62,5,52,0
11,92,923,2,52,50,1,3,51,99,5832,3,52,3,51,0
11,92,923,1,16,15,1,3,40,99,5832,3,52,3,51,0
11,92,923,2,20,15,1,4,52,99,5832,3,52,3,51,0
28,76,763,1,86,65,3,7,99,99,3616,1,86,7,99,0
11,78,784,1,19,15,3,4,99,99,4895,1,19,4,99,0
11,92,922,2,36,25,3,4,99,99,5679,2,43,7,52,0
11,92,922,1,43,25,1,7,52,99,5679,2,43,7,52,0
11,78,783,1,26,25,1,2,40,99,4457,2,28,2,99,0
11,78,783,2,28,25,3,2,99,99,4457,2,28,2,99,0
28,76,763,1,51,50,3,5,99,99,3609,2,51,5,99,0
28,76,763,1,22,15,2,7,99,2,3609,2,51,5,99,1
11,75,751,2,26,25,1,2,51,99,3313,2,32,5,61,0
11,75,751,1,32,25,1,5,61,99,3313,2,32,5,61,0
76,66,663,2,51,50,3,4,99,99,2575,3,56,4,61,0
76,66,663,1,56,50,1,4,61,99,2575,3,56,4,61,0
76,66,663,1,19,15,1,1,30,99,2575,3,56,4,61,0
11,93,931,1,41,25,1,7,62,99,6493,2,43,5,62,0
11,93,931,2,43,25,1,5,62,99,6493,2,43,5,62,0
28,76,763,2,30,25,1,5,52,99,3641,3,69,7,99,0
28,76,763,1,29,25,1,5,61,99,3641,3,69,7,99,0
28,76,763,2,69,65,3,7,99,99,3641,3,69,7,99,0
76,11,113,2,36,25,1,3,40,99,182,3,36,3,40,0
76,11,113,2,23,15,3,6,99,99,182,3,36,3,40,0
76,11,113,1,23,15,3,7,99,99,182,3,36,3,40,0
11,78,783,2,32,25,1,5,52,99,4703,3,32,5,52,0
11,78,783,1,22,15,1,3,51,99,4703,3,32,5,52,0
11,78,783,1,16,15,3,6,99,99,4703,3,32,5,52,0
76,30,302,1,61,50,3,7,99,99,976,1,61,7,99,0
76,34,343,1,42,25,3,5,99,99,1801,1,42,5,99,0
76,31,313,1,62,50,1,2,30,99,1309,2,62,2,30,0
76,31,313,2,58,50,1,3,40,99,1309,2,62,2,30,0
76,30,302,1,57,50,1,3,30,99,1050,3,57,3,30,0
76,30,302,2,55,50,1,4,40,99,1050,3,57,3,30,0
76,30,302,1,21,15,2,4,99,1,1050,3,57,3,30,1
76,65,652,1,41,25,1,3,20,99,2494,2,41,3,20,0
76,65,652,2,29,25,1,1,30,99,2494,2,41,3,20,0
28,76,762,1,28,25,1,7,62,99,3772,1,28,7,62,0
76,12,121,1,66,65,3,4,99,99,259,2,69,3,99,0
76,12,121,2,69,65,3,3,99,99,259,2,69,3,99,0
28,27,273,2,48,25,1,4,52,99,583,2,48,4,52,0
28,27,273,1,32,25,1,2,51,99,583,2,48,4,52,0
76,34,343,2,45,25,1,4,40,99,1771,2,45,4,40,0
76,34,343,1,25,25,1,4,61,99,1771,2,45,4,40,0
94,2A,2A1,2,60,50,3,4,99,99,776,3,60,4,99,0
94,2A,2A1,1,52,50,1,3,61,99,776,3,60,4,99,0
94,2A,2A1,1,24,15,3,4,99,99,776,3,60,4,99,0
11,95,952,1,45,25,1,6,61,99,7372,2,45,6,61,0
11,95,952,2,41,25,1,3,40,99,7372,2,45,6,61,0
76,34,343,2,54,50,3,2,99,99,1869,1,54,2,99,0
76,31,313,2,16,15,1,2,40,99,1463,1,16,2,40,0
11,92,923,2,68,65,3,2,99,99,6123,1,68,2,99,0
11,77,771,2,54,50,1,5,40,99,4226,2,54,5,40,0
11,77,771,1,19,15,1,7,62,99,4226,2,54,5,40,0
11,91,913,1,58,50,1,5,40,99,5427,2,64,2,30,0
11,91,913,2,64,50,1,2,30,99,5427,2,64,2,30,0
76,30,302,2,77,65,3,6,99,99,911,2,78,7,99,0
76,30,302,1,78,65,3,7,99,99,911,2,78,7,99,0
76,81,812,2,47,25,1,1,40,99,5055,1,47,1,40,0
76,46,462,1,59,50,1,5,51,99,2163,5,59,5,51,0
76,46,462,2,34,25,1,5,51,99,2163,5,59,5,51,0
76,46,462,1,27,25,1,4,40,99,2163,5,59,5,51,0
76,46,462,2,19,15,1,4,40,99,2163,5,59,5,51,0
76,46,462,1,22,15,3,6,99,99,2163,5,59,5,51,0
76,34,343,1,59,50,3,4,99,99,2000,2,59,4,99,0
76,34,343,2,55,50,3,6,99,99,2000,2,59,4,99,0
28,76,763,2,70,65,3,5,99,99,3477,1,70,5,99,0
76,81,812,2,48,25,1,4,20,99,4993,2,48,4,20,0
76,81,812,1,36,25,1,5,20,99,4993,2,48,4,20,0
76,46,462,1,80,65,3,5,99,99,2138,2,80,5,99,0
76,46,462,2,68,65,3,5,99,99,2138,2,80,5,99,0
28,14,143,2,55,50,1,3,20,99,350,1,55,3,20,0
28,14,142,2,68,65,3,5,99,99,325,2,68,5,99,0
28,14,142,1,58,50,3,7,99,99,325,2,68,5,99,0
11,75,751,1,76,65,3,7,99,99,2849,1,76,7,99,0
76,32,322,2,77,65,3,7,99,99,1689,1,77,7,99,0
11,95,951,1,68,65,3,4,99,99,7405,2,68,4,99,0
11,95,951,2,56,50,3,6,99,99,7405,2,68,4,99,0
28,76,763,1,48,25,1,3,40,99,3889,2,48,3,40,0
28,76,763,2,38,25,1,2,40,99,3889,2,48,3,40,0
76,81,811,2,80,65,3,6,99,99,4946,1,80,6,99,0
11,77,771,2,28,25,1,2,40,99,3948,1,28,2,40,0
11,93,931,2,28,25,3,7,99,99,6669,4,49,7,61,0
11,93,931,1,49,25,1,7,61,99,6669,4,49,7,61,0
11,93,931,1,20,15,3,5,99,99,6669,4,49,7,61,0
11,93,931,1,16,15,3,6,99,99,6669,4,49,7,61,0
76,31,313,2,26,25,1,7,40,99,1571,2,27,5,40,0
76,31,313,1,27,25,1,5,40,99,1571,2,27,5,40,0
11,77,772,2,86,65,3,7,99,99,4080,2,86,7,99,0
11,77,772,1,68,65,3,5,99,99,4080,2,86,7,99,0
28,14,143,1,56,50,1,5,51,99,311,2,56,5,51,0
28,14,143,2,51,50,3,5,99,99,311,2,56,5,51,0
11,93,931,2,51,50,1,5,40,99,6706,1,51,5,40,0
11,78,784,2,28,25,1,2,30,99,4835,2,28,2,30,0
11,78,784,1,19,15,3,6,99,99,4835,2,28,2,30,0
76,31,313,2,57,50,1,6,20,99,1264,2,61,5,99,0
76,31,313,1,61,50,3,5,99,99,1264,2,61,5,99,0
11,94,942,2,71,65,3,3,99,99,6853,1,71,3,99,0
11,93,932,1,38,25,3,6,99,99,6558,1,38,6,99,0
28,50,502,2,56,50,1,4,40,99,2320,1,56,4,40,0
11,92,922,2,72,65,3,4,99,99,5651,1,72,4,99,0
28,76,761,2,84,65,3,3,99,99,3716,1,84,3,99,0
76,81,812,1,42,25,1,4,40,99,4998,2,47,2,40,0
76,81,812,2,47,25,1,2,40,99,4998,2,47,2,40,0
76,30,302,1,43,25,1,5,61,99,1042,1,43,5,61,0
28,14,144,2,28,25,1,2,30,99,295,2,28,2,30,0
28,14,144,1,27,25,1,3,30,99,295,2,28,2,30,0
28,76,762,1,84,65,3,6,99,99,3506,1,84,6,99,0
11,92,921,1,63,50,1,2,20,99,5986,2,63,2,20,0
11,92,921,2,59,50,1,2,20,99,5986,2,63,2,20,0
11,91,912,1,75,65,3,6,99,99,5618,2,78,7,99,0
11,91,912,2,78,65,3,7,99,99,5618,2,78,7,99,0
28,14,142,1,81,65,3,5,99,99,355,2,81,5,99,0
28,14,142,2,77,65,3,5,99,99,355,2,81,5,99,0
94,2B,2B2,2,85,65,3,5,99,99,843,1,85,5,99,0
28,27,271,2,46,25,3,5,99,99,558,1,46,5,99,0
11,95,953,2,67,65,3,5,99,99,7498,2,79,5,99,0
11,95,953,1,79,65,3,5,99,99,7498,2,79,5,99,0
76,34,343,1,51,50,1,4,30,99,1933,3,58,2,30,0
76,34,343,2,58,50,1,2,30,99,1933,3,58,2,30,0
76,34,343,2,18,15,3,4,99,99,1933,3,58,2,30,0
76,30,302,1,56,50,3,7,99,99,919,1,56,7,99,0
28,76,763,1,83,65,3,4,99,99,3523,1,83,4,99,0
76,66,662,2,66,65,3,6,99,99,2647,2,73,5,99,0
76,66,662,1,73,65,3,5,99,99,2647,2,73,5,99,0
11,93,932,1,33,25,3,1,99,99,6745,1,33,1,99,0
11,93,932,2,83,65,3,3,99,99,6598,2,83,3,99,0
11,93,932,1,71,65,3,4,99,99,6598,2,83,3,99,0
11,94,942,2,61,50,1,5,30,99,7210,2,70,5,99,0
11,94,942,1,70,65,3,5,99,99,7210,2,70,5,99,0
11,78,781,2,45,25,1,5,51,99,4466,3,45,5,51,0
11,78,781,1,16,15,1,6,51,99,4466,3,45,5,51,0
11,78,781,1,21,15,1,6,61,99,4466,3,45,5,51,0
11,75,751,2,76,65,3,7,99,99,2913,1,76,7,99,0
76,34,343,2,64,50,3,5,99,99,1916,1,64,5,99,0
11,92,922,1,33,25,1,4,40,99,5697,3,43,3,20,0
11,92,922,2,43,25,1,3,20,99,5697,3,43,3,20,0
11,92,922,2,21,15,3,6,99,99,5697,3,43,3,20,0
11,93,932,1,61,50,1,1,30,99,6732,4,62,3,30,0
11,93,932,2,62,50,1,3,30,99,6732,4,62,3,30,0
11,93,932,2,15,15,3,6,99,99,6732,4,62,3,30,0
11,93,932,1,18,15,3,6,99,99,6732,4,62,3,30,0
11,78,784,2,61,50,1,5,51,99,4772,2,61,5,51,0
11,78,784,1,51,50,1,5,30,99,4772,2,61,5,51,0
28,76,763,1,65,65,3,7,99,99,3692,2,80,7,99,0
28,76,763,2,80,65,3,7,99,99,3692,2,80,7,99,0
76,46,461,2,57,50,1,4,52,99,2166,1,57,4,52,0
76,30,302,2,54,50,1,4,30,99,1127,1,54,4,30,0
11,75,751,1,64,50,1,5,61,99,2751,1,64,5,61,0
11,95,951,1,19,15,3,4,99,99,7616,2,19,4,99,0
11,95,951,1,17,15,3,4,99,99,7616,2,19,4,99,0
28,27,272,1,32,25,1,3,51,99,590,1,32,3,51,0
94,2A,2A1,1,63,50,2,7,99,7,752,2,63,7,99,1
94,2A,2A1,2,60,50,3,7,99,99,752,2,63,7,99,0
76,66,662,2,52,50,3,5,99,99,2691,2,52,5,99,0
76,66,662,1,17,15,2,4,99,6,2691,2,52,5,99,1
28,76,761,2,37,25,1,4,52,99,3683,1,37,4,52,0
11,75,751,1,61,50,3,5,99,99,3315,2,61,5,99,0
11,75,751,2,61,50,3,5,99,99,3315,2,61,5,99,0
11,93,932,2,46,25,3,6,99,99,6736,2,46,6,99,0
11,93,932,1,29,25,1,4,62,99,6736,2,46,6,99,0
11,78,782,1,76,65,3,7,99,99,4709,1,76,7,99,0
76,31,313,1,50,50,1,7,61,99,1408,1,50,7,61,0
11,75,751,1,58,50,1,7,52,99,3266,2,58,7,52,0
11,75,751,2,58,50,1,2,40,99,3266,2,58,7,52,0
11,95,951,1,55,50,1,1,30,99,7318,5,62,3,40,0
11,95,951,2,62,50,1,3,40,99,7318,5,62,3,40,0
11,95,951,2,15,15,3,6,99,99,7318,5,62,3,40,0
11,95,951,2,16,15,3,4,99,99,7318,5,62,3,40,0
11,95,951,2,23,15,3,4,99,99,7318,5,62,3,40,0
76,66,661,2,87,65,3,5,99,99,2669,1,87,5,99,0
11,75,751,1,32,25,1,5,51,99,3437,1,32,5,51,0
11,75,751,1,35,25,1,3,30,99,3466,2,43,1,30,0
11,75,751,2,43,25,1,1,30,99,3466,2,43,1,30,0
76,65,653,2,70,65,3,7,99,99,2520,1,70,7,99,0
11,91,913,2,52,50,3,5,99,99,5362,1,52,5,99,0
11,78,781,2,70,65,3,7,99,99,4905,1,70,7,99,0
11,93,932,1,71,65,3,5,99,99,6690,2,78,7,99,0
